Tweet_ID,Tweet,Label
1301,اليوم لدينا فرصة ذهبية لكي نعود إلى حدود 11 فبراير وكل من يتخيل أنه سيستطيع بعد ثورة أن يحكم منفردا ويطيح بالباقين هو واهم سيفشله الواقع,OBJ
1302,صح وعارف انه لا بكاء على دم الارهابي اومن يمارس عملا عدائيا تجاه الوطن او اقترف عملا من اعمال العدو ومصريتنا ليس رقم قومي وحسب,NEUTRAL
1303,عائلة إماراتية في سوق واقف ومشاعر أخويه غير مستغربه #سحب_السفراء_من_قطر,OBJ
1304,_ علاج السكري #اف_نتشورال #السعودية #العراق #اليمن #مصر #قطر #الكويت #عمان #سوريا #ليبيا 46,OBJ
1305,"أمير العمري: ""الشتا اللي فات"": شهادة سينمائية بليغة عن الثورة",POS
1306,"يقول الله تعالى: "" فاصفح الصفح الجميل "" الصفح الجميل هو الذي ليس معه عتاب سامح من تحب إذا أخطأ بلا عتاب",OBJ
1307,صور الحفلات و هاتهالي،يا محمد ، انا حيطة سد يا ابني و مش هاتخد معايا لا حق ولا باطل اسأل عني كويس و إكبر بأه,OBJ
1308,"قبل نزولك في مسيرة #ضدالإنقلاب جدد نيتك لله وحاول تصلي ركعتين بنية التوبة "" سيد الشهداء حمزة ، ورجل قام إلى إمام جائر فأمره …",OBJ
1309,#رؤية_التعليم_العالي_المستقبلية لابد أن تتضمن هدم أسوار #الجامعات لتندمج في المجتمع لتقوم بالمشاركة الحقيقية في تنميته دون فوقية أو حُجُبْ,OBJ
1310,جزاكم الله خيراً على تفاعلكم مع سيرة صحابة رسول الله  #دولة_الخلفاء_الراشدين #أبو_بكر_الصديق #عمر_بن_الخطاب #عثمان_بن_عفان #علي_بن_أبي_طالب,OBJ
1311,ﺩﺧﻞ ﺍﻟﺸﻴﺦ ﺍﻟﻲ ﺍﻟﺠﺎﻣﻊ ﻓﻮﺟﺪﻩ ﻣﻤﺘﻠﺊ ﻋﻠﻲ غير العآدة فقآل ﺍﻫﻼ ﺑﺎﻟﺮﺟﺎﻟﺔ اللى ﻋﻨﺪﻫﺎ ﺍﻣﺘﺤﺎﻧﺎﺕ #محمود,OBJ
1312,مداخلتي مع برنامج مانشيت بالأمس حول تجمهر انصار مرسي في الفعاليات الثقافية المصرية في باريس ومحاولاتهم تعطيلها …,OBJ
1313,واجب الرئيس مرسي ان يحل مشكلة الجيزاوي المحبوس بدون محاكمة عادلة ويفرج عن المعتقلين المصريين في السعودية هذا ما نتوقعه من رئيس منتخب,OBJ
1314,ندوة دعمرو حمزاوى يوم الاحد 20/5/2012 الساعه 11 ظهراً بمدرج د/مجدى الريان بكليه الهندسه -جامعة المنصورة,OBJ
1315,و كانت هذه القشة التي قسمت ظهر البعير # #مصر,OBJ
1316,- — - عايز #الشهرة خد #شهرة - عايز تعمل #الحفلات أعمل #حفلات -عايز تبقى #مسيطر #سيطر -عايز و عايز و #عايز,OBJ
1317,الرئيس مرسي يواجه نظام مبارك وامامه طريقان اما ان يعقد صفقة مع العسكري فيخسر كل شيء واما ان يعتمد على الشعب فينتصر وتنتصر الثورة وتحرر مصر,OBJ
1318,المتفائل إنسان يرى ضوء غير موجود و المتشائم يرى ضود ولا يصدق,OBJ
1319,رسالة كل يوم 30 اغسطس 2013 موعدنا فى الشوارع والميادين مصر تحتاج كل مواطن حر شريف لاسقاط الانقلاب,OBJ
1320,شاهد - آخر كلام: أحداث ماسبيرو من يدفع الفاتورة # #,OBJ
1321,هل حملة تمرد فكرة خيالية أم أسلوب مقاومة فعال ؟! أقرأ مقال د الأسواني على هذا الرابط >>,OBJ
1322,كيف يمكن لصحفي أُرغم على خوض بحر من القاذورات أن يخرج منه وهو يفوح عطراً درس سلامة أحمد سلامة,OBJ
1323,انضم الآن لحزب مصر المستقبل وسجل بياناتك على هذا الرابط,OBJ
1324,#حاجات_بتفرح **,OBJ
1325,اختيار الدكتور عمرو خالد، ضمن أكثر 10 شخصيات تأثيرًا في العمل الاجتماعي في مصر لعام 2012,POS
1326,عظيم نجاح أجهزة الدولة وبالتعاون مع أهل سيناء في إطلاق سراح الجنود المختطفين دون إراقة للدماء، هذه إدارة أزمة ناجحة ينبغي الإشادة بها,POS
1327,ارحل صحيفة التحرير عدد الأحد,OBJ
1328,فيديو: حلقة د عبد المنعم أبو الفتوح فى أنت وضميرك,OBJ
1329,عصام-سلطان/137923242939959 المستشار عبد الرازق,OBJ
1330,ابو العلا ماضي ع قناة النيل للأخبار برنامج هنا القاهرة 10 ونصف مساء الليلة,OBJ
1331,اعتصام عمال ''بلاتنيوم'' داخل ميناء السخنة #حاميها_حرميها #الجيزة,NEG
1332,"‏#لماذا_تخلع_البنت_الحجاب ""ضعف الدين تساهل الولي تأثير الصحبة التمرد على الحياء"" استنباط الإمام ابن باز …",OBJ
1333,حينما ينتصر الشعب ويشرق شمس الحرية بعد هذه الغيوم الانقلابيه يمكن ان يسترد ما سرق من #ثورة_يناير,NEUTRAL
1334,الكل يحتفلون بأعياد ميلادهم، حتى الناس البيض,OBJ
1335,- #المصيبه اللي تقربك من #ربنا احسن من #النعمه اللي تنسيك #فضله,NEUTRAL
1336,مسيرة حاشدة الان تخرج من امام مصنع بسكو مصر بالعوايد #الإسكندرية #انزل,OBJ
1337,_ 6363 #السادات كان عسكري و كان وراه جيش #مصر,OBJ
1338,عرض الاسبوع 44 ألف متابع #أذكار_المساء #بصراحه_مليت_من #خد_موقف_من #علمتني_الحياة #الحياة_تحتاج_إلى_شيئين [927665],OBJ
1339,( #رجعوا_الجماهير,OBJ
1340,# الفيلم دا كان لازم ياخد #الاوسكار بجد,POS
1341,عرض الاسبوع 44 ألف متابع #أذكار_المساء #بصراحه_مليت_من #خد_موقف_من #علمتني_الحياة #الحياة_تحتاج_إلى_شيئين [925981],OBJ
1342,أغيب هذا الأسبوع لا لتحضير مفاجأة ولكن للتركيز في موضوع معقد التفاصيل :),NEUTRAL
1343,#صور نادرة لـ #عمرو_دياب :)) نشر عمرو دياب على صفحته الخاصة على موقع التواصل الاجتماعى انستجرام صورا له، حينما,OBJ
1344,"احضن اللى بتحبه "" بكلامك "" ! - قوله كلمة حلوة #فجأة :"") ! ^_^ #",OBJ
1345,دعلاء الأسواني: لماذا يتحرش المصريون بالنساء ؟! أقرأ المقال كاملاً ؟! >> … … …,OBJ
1346,التليفزيون يعرض ميادين خالية اغلقها الجيش ويترك اربعين مليونا بلا تغطية درية شرف الدين فين مظاهرات الشعب اهوه,NEG
1347,اللهم إن هذا إقبال ليلك ، وإدبار نهارك ، وأصوات دعاتك ، فاغفر لنا- #كلنا_قطر #كلنا_تميم #مرسي_رئيسي,OBJ
1348,فالنسيا يحسم مصير #الريال في الليجا للموسم الثاني توالياً,OBJ
1349,يا رب… إن عبدك جلال عامر جعلنا جميعاً نبتسم في الدنيا وأدخل السرور إلى قلوبنا، اللهم أجعله مبتسماً عندك، مسروراً في جنتك,POS
1350,80 #3 تم بالفعل تقديم طلب إحاطة بهذا الشأن وسنتابعه بالغد شكرا,OBJ
1351,#مرصد_طلاب_حرية #جامعة_المنصورة #محاكمات أمرت محكمة جنايات المنصورة بتأجيل محاكمة 17 طالبا من كلية الهندسة الي,OBJ
1352,ديننا يلزمنا باحترام دولة #القانون وأضاف الهلالى أثناء حديثه لبرنامج السادة المحترمون مع الإعلامى يوسف ا…,OBJ
1353,رب أَنِّي مَسَّنِيَ الضُّرُّ وَأَنْتَ أَرْحَمُ الرَّاحِمِين ♡ #دعاء #دعائي #غرد_بذكر_الله #أدعية #يارب,OBJ
1354,بسمة أمل - إن لم تستطع فعل أشياء عظيمة فافعل أشياء صغيرة بشكل عظيم,OBJ
1355,دعم المعتصمين والثوار واجب وطني,POS
1356,وبإذن الله لن يكون للفكر الصفوي الضال أي تواجد في ارض مصر,NEG
1357,الشروق - عن تفتيت الأصوات فى الانتخابات وواجب المشاركة:,OBJ
1358,أحياناً يكون العدو الذكي أفضل من الصديق الغبي,OBJ
1359,رفض التلفزيون المصري ظهوري في برنامج عمرو خالد حملة التعتيم و التشويه مازالت مستمرة,NEG
1360,انتى عايشه فى مسرحيه عاوزانى اكون كومبارس فى الخلفيه #كاريوكي,NEG
1361,المحكمة الافريقية تقبل دعوى الحرية والعدالة و تلزم مصر بوقف إعدامات محكمة المنيا,OBJ
1362,#نبض_الاخوان ا #زواج_أمريكا_من_مصر_باطل من مسير أحرار مدينة #السادات بـ #المنوفية اليوم ضد الانقلاب #مكملين,OBJ
1363,#كلمه_بتتقال_في_البيت_كل_يوم وين امي ؟احد شافه,OBJ
1364,#الحب_هو كلمه ولكل شخص معناها الخأص به ~,OBJ
1365,ساهم بفكرة في سلة أفكار ابداعية لرمضان و #راف تحول افكاركم الى مشاريع رائدة #افكار_رمضانية_لمؤسسة_راف #قطر #رمضان …,OBJ
1366,ومن شجاعة بديع أنه عندما إنتقب لم يخشى التحرش,OBJ
1367,قبل حدوث #الحرب_العالمية_الثالثة ستظهر قوى اخرى غير #روسيا و #الصين على هيئة دول او تحالفات عظمى #تنظير #سياسي,OBJ
1368,اساند من رفض الوقوف للسلام الجمهوري لانه بدعة،بس بالمرة بقى موبيلاتكم وعربياتكم و الدش اللي بتتفرج عليه,NEUTRAL
1369,د عبد المنعم أبو الفتوح فى مصر الجديدة,OBJ
1370,#الرئيس #عبد_الفتاح_السيسي #بالصور و كلمة المشير السيسي خلال لقاءه بوفد #المستثمرين فى #قطاع #السياحة التفاصيل,OBJ
1371,1 حكومة اليمين في اسرائيل مستمرة في جرائمها ضد غزة وأهلها وتستعد الآن لهجوم بري، سيناريو حرب 2008 وقتل المدنيين يتكرر,OBJ
1372,ادعوا لنا بالتوفيق ان نحقق الحلم الذي كان يراودنا عن شكل البرنامج و حجمه،لن يكون مجرد برنامج لكن فكرة و هدف جديد ربنا يستر ٧ و الاخيرة,OBJ
1373,#مرسى_رئيسى #كانوا_رجال #الشعب_يرد_تحية_الرئيس #أنا_حازم #سنحيا_كراما,OBJ
1374,"دعمرو حمزاوي الان في برنامج ""كلام مصري "" قناة يستضيف أستاذة مني ذو الفقار -المحامية و عضو المجلس القومي لحقوق الانسان",OBJ
1375,الحسن قبلك مايصير وبعدك محد قد صادفه ️#عبدالمجيد,OBJ
1376,#انت #ليه #كل #كلمة #تحطها #فى #هاشتاج ؟,OBJ
1377,شاهد - آخر كلام: جمعة النهاية طبول التحدي تقرع #,OBJ
1378,يا مرسي يا خاين يا عميل، عيالك الأمريكان قتلوه,NEG
1379,"رحم الله من قال : "" أقم الدولة الإسلامية في نفسك يقيمها الله على أرضك "" #حسن_البنا",OBJ
1380,جيش السيسي يهدم بيوتنا؛ لإقامة منطقة عازلة بين سيناء وغزة أين أقنية التصهين؟ لا ورواري العربية يلطم، ولا منتهاه,NEG
1381,"يحيطك دائما بما يشغلك #فضيحة_المحلة #مرتضى_سما #ابله_فاهيتا الخ يتغير الزمن ولا يتغيرون يلهونك بقنابل الدخانليطبخ ""برواقه"" الله غالب",NEG
1382,ان دفن جثث بعض الشهداء دون فحص اسباب الوفاة يعتبر مشاركة في جريمة قتلهم مع #اسرائيل… هنا #فلسطين,NEG
1383,بسمة أمل _ لا تنظر للعيوب فقط وارسم صورة ايجابية لمن حولك,OBJ
1384,"دعمرو حمزاوي برنامج ""بلدنا بالمصري ""5 يناير 2012",OBJ
1385,تابعوا الدكتور عمرو حمزاوي على قناة الجزيرة مباشر في تمام الحادية عشر والنصف مساء,NEG
1386,#معرض_الكتاب التصرف في المال العام - حدود السلطة في حق الأمة( رسالة ماجستير) وهذا الكتاب له قصة دخالد الماجد,OBJ
1387,#شكلك_مش_غريب #الاهلي_الافريقي ,OBJ
1388,#اعتقال تنفيذ مشروعين لخدمة حجاج بيت الله الحرام الاول معبر مشاة علوي والاخر مواقع تخييم بالمناطق المحيطة بمحطات,OBJ
1389,"إنتهى الدرس يا غبي و""العيال كبرت"" عنوانين هامة للمرحلة",OBJ
1390,"#ولاد_البلد محمد الحلواني: مدينة بورفؤاد: أوشكنا على الانتهاء من طريق ""احمد عبد الله""",OBJ
1391,لو دفعت اسرائيل مليارات الدولارات ليكره المصريون 6 اكتوبر ما تمكنوا من تحقيق ما حققه سيسي,OBJ
1392,682 #الراتب_مايكفي_الحاجة #الاتحاد #الهلال #النصر #الاهلي #مرسي,POS
1393,#ارسنال  #الدوري_الانجليزي  #ارسنال_نيوكاسل  اليوم  الساعة 10:00  القناة 9  عصام الشوالي,OBJ
1394,#انتخبوا_البرص مشكلة,NEG
1395,د علاء الأسواني يكتب مقاله الأسبوعي بعنوان : أخبار متنوعة عن صباح مؤكد >>>,OBJ
1396,الوطن | أسباب رفض الحوار وسبل تجاوزها | عمرو حمزاوي,OBJ
1397,#الوفد - #ﺍﻟﻌﻠﻴﺎ_ﻟﻼﻧﺘﺨﺎﺑﺎﺕ: ﺃﻭﺭﺍﻕ #ﺍﻟﺴﻴﺴﻲ ﻭ #ﺻﺒﺎﺣﻰ ﺻﺤﻴﺤﺔ,OBJ
1398,بيألمنى شعور انك قدرت فى لحظة تظلمنى تنام مرتاح و انا منك دموعى تزيد #حمزة_نمرة,OBJ
1399,رسميًا الحكومة تسمح لشركات الأسمنت باستخدام الفحم #أوقفوا_الفحم,OBJ
1400,صلي الله عليك يا حبيبي يا رسول الله يا أيها الذين آمنوا صلوا عليه و سلموا تسليما,OBJ
1401,ابتسامتك ^_^ #خلق_جميل,POS
1402,عندما تثق فى احد بشكل كامل بدون ادنى شك ستحصل على نتيجتين اما شخص يحفظك مدى الحياة واما درس تحفظة مدى الحياة !!! #ابر…,OBJ
1403,ولماذا تجزم ان حبك لي شيء مفيد؟,OBJ
1404,لن يعود لمصر توازنها الا بحل سياسي يبدأ بالشفافية و المصداقية وبحكومة انقاذ وطني من أجل استعادة الأمن وتعافي الاقتصاد وبدستور لكل المصريين,NEUTRAL
1405,#مصطفى_حسني : إلهي وسيدي نفسي أشكرك على أي حاجة هتعملها قبل ما تعملها لإني متأكد إنك مش هتعملي إلا كل خير #أحبك_ربي,POS
1406,نيللي كريم ، بشرى ، نودي السباعي فيلم 678 تجربة في كشف تشوهات المجتمع لماذا لا تكرر #مصر #,OBJ
1407,اللّهُـمَّ إِنِّـي أسْـأَلُـكَ العَـفْوَ وَالعـافِـيةَ في الدُّنْـيا وَالآخِـرَة ، اللّهُـمَّ إِنِّـي أسْـأَلُـكَ,OBJ
1408,7_ أقرب مما تتصور وإحتمال كبير تلاقيها عند بتاع الطعمية وتترحم عليا وتقول ماكانش يومك يابلال,NEUTRAL
1409,#الأردن_ينتفض وقريبا #الجزيرة_تنتفض #بلاد_الحرمين_تنتفض #الجزائر_تنتفض #العراق_تنتفض,OBJ
1410,تفتكروا فيه استراحة في الخطاب ده؟,OBJ
1411,فريق العمل بحملة الدكتور عمرو حمزاوي يستقبل الأعضاء المتطوعين فى المقر يومياً من الساعة العاشرة صباحاً حتى العاشرة,OBJ
1412,انا بحب أخويا,POS
1413,مقال دعمرو حمزاوي -جريدة الوطن 30ابريل2012,OBJ
1414,#خالد_علي: رفع الدعم عن الكهرباء والغاز والسولار والبنزين إجرام سياسى ضد الفقراء #حرامية_الدعم اللي بيدعموا,NEG
1415,عزيزي #ابراهيم_محلب تغطية عجز الموازنه بزيادة الاسعار سياسة المسئول الفاشل قليل الحيله,NEG
1416,لمشاهدة الحلقة الخامسة عشر من #قصة_الأندلس، اضغط على الرابط التالي:,OBJ
1417,يوسف الحسيني يطالب بمقاطعة المسلسلات التركية # #,OBJ
1418,الذين يدعون ان هذه الثورة العظيمة هى انقلاب عسكرى يجهلون او يكذبون وفى الحالتين يهينون الشعب المصرى ويستهينون بتضحياته وبدم شهدائهم الأبرار,NEUTRAL
1419,#السيسى_هايصالح أحمد عز وزينة وهاياخد العيال يربيهم علشان يتفرغوا لخلفة عيال تانية #الجيش_قتل_رضا #حاميها_حراميها #الداخلية_بلطجية #المشيرة,NEG
1420,تفتكروا فيه أمل لسه ولا خلاص انتهينا هو ممكن نقوم ونفوق كلنا من القرف والعفن إلى على عقولنا ونصحى من الغيبوبة ونركز في تحقي…,OBJ
1421,يكون مصير قيادات الحزب بين الإعدام و السجن مدى الحياة ويوقف نشاط الحزب السياسى والإجتماعى ويمنع من المشاركة…,OBJ
1422,شاهد - الانتخابات الرئاسية شراء الأصوات عنوان اليوم #24 # #,OBJ
1423," #كاف  يدعو "" #شحاتة و #ابو_تريكة"" لحضور قرعة #كاس_الامم و #ابطال_افريقيا #مصر #الزمالك",OBJ
1424,الانقلاب حرق برادعى وصباحى ابو الفتوح وحزب النور الضحية القادمة من عيار ثقيل,NEG
1425,شاهد - باب الخروج: رسالة علي المفعمة ببهجة غير متوقعة في آخر كلام #,OBJ
1426,بعد استقالة رئيس #المحكمة_الدستورية ننتظر استقالة #رئيس_القضاء #السودان,OBJ
1427,عاجل | طائرات الاحتلال تستدف موقع القادسية التابع لكتائب القسام في خانيونس #غزة_تحت_النار,OBJ
1428,بين الشباب و الهرم عمر يمر فاعمل في شبابك لهرمك و اعمل في دنياك لاخرتك,OBJ
1429,مخيم الشاطئ للاجئين الفلسطينيين في #غزة و فيه يعيش رئيس الوزراء اسماعيل #هنية,OBJ
1430,#اللهم اجعلني من أعظم خلقك نصيبا في كل خير تقسمه،وفي كل نور تنشره، وفي كل رزق تبسطه، وفي كل ضر تكشفه، وفي كل بلاء ترفعه يالل…,OBJ
1431,أحيي الذين سيخرجون اليوم معلنين رفض الانقلاب ، فسكوت الشعب استقرار لحكم العسكر الباطل #مصر,NEUTRAL
1432,جابر نصار رئيس جامعة القاهرة انقلابي عايش فى بلد تانية غير مصر يقول: الوزير مايقدرش يطرده لأنه منتخب هو مرسي,NEG
1433,لا يجوز أن تستسلم لنصف الثورة او لثلاثة أرباع الثورة ولا بديل لنا سوى اكمال الثورة,OBJ
1434,"إنذار ""#صلاح"" ضمن أبرز 6 أرقام بقمة #تشيلسى و #ليفربول",OBJ
1435,د عبد المنعم أبو الفتوح: أبعث بتهنئتى وتحياتي الى شباب الثورة الذي مازال يدافع من أجل استمرار مسيرة الثورة,POS
1436,حديث خاص مع وائل غنيم عن عامين من الثورة وماذا انجزنا وفي ماذا اخطأنا وكيف نصحح مسارنا وجه سؤالك له #جملة_مفي,OBJ
1437,"اختبار طبي لـ""#جدو"" يحسم مشاركته أمام الدفاع المغربي",OBJ
1438,أهلاً بك ياأخي الكريم والله إلمامي بهذا التويتر يقترب قليلاً من إلمامك باللغة الصينية :),OBJ
1439,__ شكرًا جزيلا,OBJ
1440,: أسعار #البنزين في #ايران تقفز بما يصل الي 75 بالمئة ,OBJ
1441,مرة جماعة اتبهدلت من عبد الناصر جم عملوا إيه بالظبط #تاتاراراتتت,NEG
1442,مجهود رائع لفريق القاهرة اليوم فى ميدان التحرير لجمع التوقيعات ايه اخبار باقى المحافظات عايزين نوصل ل40 الف توقيع سريعا,OBJ
1443,) كله بحسابه ويوم الميزان موعدنا,OBJ
1444,الملتقي التدريبي و التوظيفي الاول -الاربعاء 4 يوليو الساعة 5 مساء جمعية رسالة مصر الجديدة تخت رعاية دعمرو حمزاوي,OBJ
1445,#الكويت #السعوديه #البحرين #قطر #ا?مارات #عمان #العراق #مصر #تونس #الجزائر #المغرب #ا?ردن #السودان #لبنان 358,NEUTRAL
1446,يا بنى يا رامىلا تلعب فى شنب الأسد و اللى بيته من قزاز,OBJ
1447,الله أكبر الله أكبر الله أكبر لا إله إلا الله ، الله أكبر الله أكبر ولله الحمد #عشر_ذي_الحجة,OBJ
1448,أما بالنسبة للشامخ فده يدلَّع ونقوله يا أبو شامخة,NEG
1449,#ذات_مومنت لما تكون قاعد في الامتحان ويجي المراقب يقولك #ماتتكتبش_حاجه_علي_ورقه_الاسئله يا اخي اتنيل مش لما اكتب في ورقه الاجابه الاول,OBJ
1450,لقاءات ولقطات حول اعتداءات الإخوان على كنيسة مارجرجس بسوهاج #السادة_المحترمون,OBJ
1451,الى من الغوا عقولهم و قالوا ان فيديو القصاص مفبرك الفيديو الاصلي اهوايام ترشيح خيرت الشاطرلم ادعي في الحلقة ان مرسي كان رئيسا وقتها 1,NEG
1452,كيري وأمريكا ومصر والإخوان:,OBJ
1453,اثبت مكانك يا سيسي لا لأمريكا ومشروعها الإخواني الفاشل,NEUTRAL
1454,#خلق_جميل الحياء/ الرجولة,POS
1455,مايكل أوين: أعتقد أن أعظم لاعب لعب لـ ريال مدريد في كل العصور هو كريستيانو رونالدو، يليه بوشكاش #اسطورة,POS
1456,قطع اذن مواطن واحراق الكنائس والاعتداء على اهالي الشهداء كل هذا مسموح به وعندما يكتب شاب ثوري على الحائط يقدم لمحاكمة عسكرية اين العدل,NEG
1457,"# #ليبيا المرغني يتوعد ""المجرمين"" في #بنغازي تابع التفاصيل",OBJ
1458,أبو الفتوح اعتذرعن المشاركة فى ندوة مركز الشرق للدراسات الإقليمية والإستراتيجية,OBJ
1459,وصلت المطار بدري ولحقت الطيارة :),OBJ
1460,نجيب ساويرس، ووزير خارجية دولة #الإمارات، قاموا بتمويل حركة #تمرد ضد #مرسي …,OBJ
1461,100 ألف متابع #الكويت #الامارات #دبي #مصر #البحرين #المنامه #السعوديه #الرياض #سوريا #عمان #قطر #الدوحة [1785725],OBJ
1462,كلما خالطت الناس ستزداد يقيناً بأن الأخلاق مثل الأرزاق قسمة من الله سبحانه فيھا الغني وفيھا الفقير ! #كلمة_تستحق_التأ…,OBJ
1463,الاخوان يطالبون الشرطة بالاعتذار لأنهم غطوا عيني جمال صابر اثناء القبض عليه وماذا عن 80 شهيدا هل دمهم حلال لأنهم ليسوا إخوانا سقوط أخلاقي,NEG
1464,مقتطفات مختارة من معصرة هذا الأسبوع يقدمها صديق لنا على تويتر له خالص الشكر والتقدير,OBJ
1465,ما هي الهوية المصرية اللي مكتوبة في دستور الجماعة؟ وهل لها علاقة بإطلاق اللحية وحف الشارب؟,OBJ
1466,: أخي أنت حرٌّ وراء السدود أخي أنت حرٌّ بتلك القيود #مرسي #محاكمة_مرسي ,OBJ
1467,#فودافون رايحة بينا علي مصنع الكراسي ودة قمة الاستهبال العلمي,NEG
1468,الاستاذ خالد داوود المتحدث باسم حزب الدستور ضيف #يوسف_الحسيني الان في #السادة_المحترمون,OBJ
1469,مشايخ البيادة عكس اسمائهم احمد الطيب اقسي قلب مسلم على جمعه ألغى صلاة الجمعه احمد كريمة ابخل فى الحق,NEG
1470,كل شعور انخلق منك وعاش لك ، لا تسمح له يروح لغيرك #حاول,OBJ
1471,2014 #مثير #جريمه مشاهده #سينما #افلام #عالم_سكر,OBJ
1472,74] #صآلح #غرد_بالخير,OBJ
1473,كيف تختار البطيخة الحلوة و الجيدة😘 #غرد_بمعلومة #غرد_بصورة,POS
1474,محمد شردى لم يهزه السباب الذى وجهه عمرو اديب لمرسي والاخوان ولم يهزه حجم التحريض لقتل الالاف فى رابعة ومزعله انى قلت الانقلاب مش نحس,NEUTRAL
1475,#ارجع_يا_بوب,OBJ
1476,بوابة الشروق| اتفاق مبدئى بين الحكومة ولجنة #إضراب_الأطباء على حل أزمة الكادر,OBJ
1477,هجوم البلطجية تحت حماية الجيش والشرطة انطلق فى بورسعيد والزقازيق وبنها جرائم جديدة فى ملف عصابة الانقلاب الملف اكتظ وفاض,NEG
1478,الى الشيخ احمد الطيب انا مسلم سنى وانت لا تمثلنى احترم الازهر لكننى احتقرك جدا,NEUTRAL
1479,صباح الجمال والعسل يا اسكندرانية #اسكندرية #الاسكندرية,OBJ
1480,تسجيلات صوتية لصفوت حجازي أثناء التحقيق معه #السادة_المحترمون,OBJ
1481,انفجارات موكب محمد ابراهيم فكرتني باخر مشهد من فيلم بطل من ورق لما رامي قشوع خرج مالقطر بعد مانفجر وراح عشروميت حتة وهو صاغ …,OBJ
1482,هيئة مستشارى قضايا الدولة ترفض تعديلات الدستور مؤكدة انه يفتح الباب للفساد وشهد شاهد من اهلها,NEG
1483,مقدرش أحترم رأيك لو انت من #الاخوان او من #النكسجيه بتوع #ثورة_يناير ناقص تقولي إحترم رأي أعداءنا الاسرائيليين #مصر #الاخوان_المعرصين,NEG
1484,#اعتراف ما زلت احب سيريلاك بالقمح 😔,POS
1485,خلي بالك من لغاليغك!,OBJ
1486,من الطبيعي ان تجد شخصا منافقا ومن الممكن ان تجد رجل دين منافقا لكن ما يفعله على جمعه تخطى كل الحدود,NEG
1487,الصحفيةمي الشامي تتعرض لإعتداءغاشم أثناء مظاهرةالاخوان بالمهندسين #السادة_المح…,OBJ
1488,مقال د علاء الاسواني بعنوان لماذا فاز محمد مرسي ؟! ينشر صباحا بجريدة المصري اليوم,OBJ
1489,وحشتني النيابات والمحاكم والله ياعش كلما كنت أروح تحقيق أيام مبارك أطلع بخمس ست قصص من صميم الحياة المصرية,OBJ
1490,موقف الدكتور الطيب من أزمة سوريا كان له تأثير على قرارات وزراء الخارجية العرب #السادة_المحترمون …,OBJ
1491,استاذ يسرى ادخل عندى هتلاقى زرار مكتوب عليه فلو دوس عليه هينور ازرق بجد و الله هينور ازرق و لو مش مص,OBJ
1492,مفاجأة رد الشيخ حازم على فتوى برهامى الاخيره: فك الله أسرك يا إمام يا من علمتناكيف نحياكراما #سنحيا_كراما بإذن الله,POS
1493,#ﺍﻟﺸﻌﺐ_ﻳﺮﺩ_تحية_الرئيس #انتخبوا_ #خليك_مصدق ان حزب النور اسلامي!!!,NEUTRAL
1494,#شكرا لكم على دعمكم المستمر لنا في #تويتر #الفيس_بوك #جوجل_بلس ونحتاج المزيد منكم لنستمر ب #ريتويت #شير #لايك لإعلانات وصفحات #وظائف_للجميع,OBJ
1495,"من الذي زار مرسي في مخبئه السري؟! دعلاء الأسواني يكتب مقاله بعنوان : "" كيف للرئيس أن ينام ؟! "" على هذا الرابط >>",POS
1496,__ نفسي أحس ان ربنا راضي عنينفسي أسلم علي #الحبيب و أقعد معاه #نفسك_فى_أية_فى_الجنة_,OBJ
1497,بمناسبة رحيل أرمسترونج أنصح بقراءة رواية ساخرة لأستاذنا العبقري أحمد بهجت إسمها تحتمس 400 بشرطة,OBJ
1498,والله انا كمان نفسي يبقى فيه جزء ثاني لأبواب الخوف ربنا يسهل ونعمل كده قريب,OBJ
1499,#مباشر_مصر | #القاهره | #المرج تم تحرير الخمس فتيات اللي تم اجتجازهم في قسم المرج,OBJ
1500,اللهم استجب ياارب يارب #مصر_الليلة #كل_الناس #الشرقاء,OBJ
1501,المتحدث العسكري: القبض علي 3 عناصر تكفيرية بسيناء #مصر #ميدان_التحرير,OBJ
1502,اى حد يعرف صحابة بيمثلوا او بيغنوا ياريت يبعتلى ^_^ #مامادو #تمثيل #غناء #صحاب,OBJ
1503,الوطن | الدستور الدولة والمجتمع (5) | عمرو حمزاوي:,OBJ
1504,أرواح شهداء #غزة تنادى فى السماء أفيقوا يا شباب و انهضوا و اعملوا و تحركوا لنسترد كرامتنا ~ عمرو خالد,OBJ
1505,اليوم السابع| السفير حسام القاويش، المتحدث باسم #مجلس_الوزراء، للإعلامية #جيهان_منصور في برنامج #صباح_التحرير:,OBJ
1506,د/ الجنزوري يتميز بسمات إيجابية وسياسية جيدة ولكنه محمل بأثقال الماضي الذي ثار عليه المصريين,OBJ
